cluster_id,original_filename,new_filename
06,fish_000004210001_00013.png,f4k_00001.jpg
06,fish_000004210001_00015.png,f4k_00002.jpg
06,fish_000004210001_00017.png,f4k_00003.jpg
06,fish_000004210001_00019.png,f4k_00004.jpg
06,fish_000004210001_00023.png,f4k_00005.jpg
06,fish_000004210001_00024.png,f4k_00006.jpg
06,fish_000004210001_00029.png,f4k_00007.jpg
06,fish_000004210001_00030.png,f4k_00008.jpg
06,fish_000004210001_00031.png,f4k_00009.jpg
06,fish_000004210001_00032.png,f4k_00010.jpg
06,fish_000004210001_00033.png,f4k_00011.jpg
06,fish_000004590001_00377.png,f4k_00012.jpg
06,fish_000004590001_00379.png,f4k_00013.jpg
06,fish_000004590001_00381.png,f4k_00014.jpg
06,fish_000004590001_00383.png,f4k_00015.jpg
06,fish_000004590001_00385.png,f4k_00016.jpg
06,fish_000004590001_00387.png,f4k_00017.jpg
06,fish_000004590001_00389.png,f4k_00018.jpg
06,fish_000004590001_00391.png,f4k_00019.jpg
06,fish_000004710001_00476.png,f4k_00020.jpg
06,fish_000004710001_00477.png,f4k_00021.jpg
06,fish_000004710001_00478.png,f4k_00022.jpg
06,fish_000004710001_00479.png,f4k_00023.jpg
06,fish_000004710001_00480.png,f4k_00024.jpg
06,fish_000004710001_00482.png,f4k_00025.jpg
06,fish_000004710001_00484.png,f4k_00026.jpg
06,fish_000004710001_00486.png,f4k_00027.jpg
06,fish_000004710001_00488.png,f4k_00028.jpg
06,fish_000004710001_00489.png,f4k_00029.jpg
06,fish_000004740001_00491.png,f4k_00030.jpg
06,fish_000004740001_00492.png,f4k_00031.jpg
06,fish_000004740001_00493.png,f4k_00032.jpg
06,fish_000004900001_00633.png,f4k_00033.jpg
06,fish_000004900001_00634.png,f4k_00034.jpg
06,fish_000004900001_00635.png,f4k_00035.jpg
06,fish_000004900001_00636.png,f4k_00036.jpg
06,fish_000004900001_00637.png,f4k_00037.jpg
06,fish_000004900001_00638.png,f4k_00038.jpg
06,fish_000004900001_00639.png,f4k_00039.jpg
06,fish_000004960001_00657.png,f4k_00040.jpg
06,fish_000004960001_00658.png,f4k_00041.jpg
06,fish_000004960001_00659.png,f4k_00042.jpg
06,fish_000004960001_00660.png,f4k_00043.jpg
06,fish_000004960001_00661.png,f4k_00044.jpg
06,fish_000004960001_00662.png,f4k_00045.jpg
06,fish_000022429597_05192.png,f4k_00046.jpg
06,fish_000023850001_02334.png,f4k_00047.jpg
06,fish_000023850001_02335.png,f4k_00048.jpg
06,fish_000023979597_05193.png,f4k_00049.jpg
06,fish_000023979597_05194.png,f4k_00050.jpg
06,fish_000023979597_05195.png,f4k_00051.jpg
06,fish_000023979597_05196.png,f4k_00052.jpg
06,fish_000023979597_05197.png,f4k_00053.jpg
06,fish_000023979597_05198.png,f4k_00054.jpg
06,fish_000023979597_05200.png,f4k_00055.jpg
06,fish_000023979597_05202.png,f4k_00056.jpg
06,fish_000023979597_05204.png,f4k_00057.jpg
06,fish_000023979597_05206.png,f4k_00058.jpg
06,fish_000023979597_05208.png,f4k_00059.jpg
06,fish_000023979597_05210.png,f4k_00060.jpg
06,fish_000023979597_05213.png,f4k_00061.jpg
06,fish_000023979597_05215.png,f4k_00062.jpg
06,fish_000023979597_05219.png,f4k_00063.jpg
06,fish_000023979597_05220.png,f4k_00064.jpg
06,fish_000420000106_00025.png,f4k_00065.jpg
06,fish_000420000106_00026.png,f4k_00066.jpg
06,fish_000420000106_00027.png,f4k_00067.jpg
06,fish_000420000106_00028.png,f4k_00068.jpg
06,fish_000472000106_00490.png,f4k_00069.jpg
06,fish_003409055245_21863.png,f4k_00070.jpg
06,fish_003409055245_21864.png,f4k_00071.jpg
06,fish_003456085312_18854.png,f4k_00072.jpg
06,fish_003456085312_21665.png,f4k_00073.jpg
06,fish_003461275323_20703.png,f4k_00074.jpg
06,fish_003461295323_21780.png,f4k_00075.jpg
10,fish_003478665350_12015.png,f4k_00076.jpg
10,fish_003478665350_12909.png,f4k_00077.jpg
10,fish_003478665350_27120.png,f4k_00078.jpg
10,fish_003478675350_11976.png,f4k_00079.jpg
10,fish_003478675350_12001.png,f4k_00080.jpg
10,fish_003478675350_12005.png,f4k_00081.jpg
10,fish_003478685350_11933.png,f4k_00082.jpg
10,fish_003478685350_11934.png,f4k_00083.jpg
10,fish_003478685350_11935.png,f4k_00084.jpg
10,fish_003478685350_11936.png,f4k_00085.jpg
10,fish_003478685350_11937.png,f4k_00086.jpg
10,fish_003478685350_11938.png,f4k_00087.jpg
10,fish_003478685350_11953.png,f4k_00088.jpg
10,fish_003478695350_11914.png,f4k_00089.jpg
10,fish_003478695350_11915.png,f4k_00090.jpg
10,fish_003478695350_11961.png,f4k_00091.jpg
10,fish_003478695350_11969.png,f4k_00092.jpg
10,fish_003478695350_11981.png,f4k_00093.jpg
10,fish_003478695350_11988.png,f4k_00094.jpg
10,fish_003478695350_13057.png,f4k_00095.jpg
10,fish_003478705350_11927.png,f4k_00096.jpg
10,fish_003478705350_11982.png,f4k_00097.jpg
10,fish_003478705350_11993.png,f4k_00098.jpg
10,fish_003478765350_11891.png,f4k_00099.jpg
10,fish_003478765350_11940.png,f4k_00100.jpg
10,fish_003478765350_21398.png,f4k_00101.jpg
10,fish_003478805350_11902.png,f4k_00102.jpg
10,fish_003478805350_12000.png,f4k_00103.jpg
10,fish_003478805350_12002.png,f4k_00104.jpg
10,fish_003478805350_12007.png,f4k_00105.jpg
10,fish_003478805350_12008.png,f4k_00106.jpg
10,fish_003478805350_12009.png,f4k_00107.jpg
10,fish_003478815350_11970.png,f4k_00108.jpg
10,fish_003478815350_11990.png,f4k_00109.jpg
10,fish_003478815350_12908.png,f4k_00110.jpg
10,fish_003478845350_11833.png,f4k_00111.jpg
10,fish_003478845350_11980.png,f4k_00112.jpg
10,fish_003478845350_11985.png,f4k_00113.jpg
10,fish_003478845350_12003.png,f4k_00114.jpg
10,fish_003478885350_11903.png,f4k_00115.jpg
10,fish_003478885350_11906.png,f4k_00116.jpg
